form	categorical_judgment
ǎ j a ǔ H E à w X G c f c v H ǎ N r b A J n K p s f t ǒ Z	ungrammatical
é p o C á u b ǒ l S v m j X P E q á n A o o O ù q m R h e	ungrammatical
ě à ǔ D ú D r K M T a K j ǎ z C P à r z ǔ ò d t A ò X f A	ungrammatical
ó X s F E h G T á O S k ò á G E R F h p E P v m N T á t V	ungrammatical
ò t r T o ǔ E i ò ó è z r v Y P x ù y y S è R á ǎ t N N ó	ungrammatical
ú A d F U H C x N u r Y D ó e L F j M l c Z q ǔ g o z n j	ungrammatical
A I ú T J F s C i v ě e J i i E p F S á x a F ó ú H T Z e	ungrammatical
B Y j z à J P ǒ d M H h M d c J P V ǎ R H á à M ǎ ǒ é s S	ungrammatical
C h k t G C l X ǒ ò C T D ě h ú N d E ǔ ú e c B z H C S g	ungrammatical
D v à H l m M q ù x w s B A z q g j à ǔ i o ǔ F e h K f X	ungrammatical
F ǒ ě ò m ǔ c Z X F S O p ǔ w E A g M S X x U y U E l T v	ungrammatical
G X O ǔ b G H Q p l t e Y à b ú R ó r J y h G K à ǒ á L w	ungrammatical
H s l o P c ù G é f k x L u Z R à W e á w è i l L z o à q	ungrammatical
J B o ó N S t T R U ǎ K E t ǎ M K A S x ó n A z v ú K m n	ungrammatical
K d z N H J o O w M è a Y u ǔ h j A s v a c j p q r á s à	ungrammatical
M à G E H v x H t s Y x G w T r H L ě A n n v P B H a D Y	ungrammatical
N ò ǎ z a ò L c H s T f C l ó i l J a n c l B U t N o M l	ungrammatical
O Z l é è L i a f I u F ǔ d a Q Q q c B d x R U m S Q L X	ungrammatical
P s M G V u c d c a D T H x G j P m K H e Z q v è J N H i	ungrammatical
R D u u i Q t G ò O F n s b ǔ h l ǔ M c Y é O q à á T y F	ungrammatical
S V n ǔ g B á à ù r è z W x j f ò t p ò ò B E O Q D ò s l	ungrammatical
T o o D p I g X N n w T D t ě q M U L é C à H n W i o u ě	ungrammatical
V à N o B Q Z c ó U e c u I r f r á ú z X r ǔ k H c ǒ z l	ungrammatical
W U r n a S H E S A Z N c T ě ó U k c z F ú h q m q f r N	ungrammatical
X e R d F q N F n I á v t B r E U X Z O S ǒ è J ò K N t j	ungrammatical
Y u z h b e U z N ù P r u à V W r q l E u S ǔ l L c l X j	ungrammatical
a ǔ t ù s f m J U i J T t x s é w H m u R l é j ú H J b L	ungrammatical
b D M M ǒ t w A X L ě B w g Z b t Z ù t y m Q h c D A K á	ungrammatical
c h X a s Y O I i W á à d ě M ě g X j g P r d u u y ú L ú	ungrammatical
d w g ǎ ù f N y s H A v á M l m K ú w s H C j K ǎ y P ǒ D	ungrammatical
f ǒ c J k Y W o n T Y P M X g a f S L k p V A ǒ O z T U B	ungrammatical
g V d e I ě T l a r è z s ú E è q K L á Y J q C á H D X ǒ	ungrammatical
h z ǒ k D b f ú Z A V G p Z U ě t S l G C l S r ò ó H X b	ungrammatical
j J v L K I E S à x H Y p c P X g J h x d k w A C b ó ǎ N	ungrammatical
k R ù T m F p ǔ d X N F L E è O m b C x q á L ě ú H P i u	ungrammatical
l W c A Q ě d ó ǎ á Q c ú y ǒ ě G á c ù à U u N D A a r D	ungrammatical
m Y s w ǔ l á m A s ě ù ě X x D V ǔ d v j Y c q h a p j ó	ungrammatical
n z G V C h f p Y B ǒ O á u C V L x J K M X n ǎ N g à J r	ungrammatical
p K T D y ù A B n i X ú é ǒ Q f A u ǔ I S c á u á è F k F	ungrammatical
q p k C g N Q c Z i e U Q L j z z X L Z j G é m W N y j Q	ungrammatical
s C l d b p a ó ě T F g w j M z j ù p f B á Z ú ú n D V C	ungrammatical
t P g m X à M P J k g A p J m ó T F S f ó Y j F S Y E ě B	ungrammatical
u g o t h i P P á è Z R è w k v k ó r J e V q N H c p r W	ungrammatical
v t K S N ú I z M ě V x m j L F b i M à O è T f k t U Z P	ungrammatical
x è W ǎ J k A f ò B a K V b e ǎ l à r T t w m Q g h x ú ú	ungrammatical
y j v r Q a ě D C x P m v I ǒ w u B ò m J O h J z ě I J x	ungrammatical
ù á T z n k C a y k T a à a a z è g i a	grammatical
ǔ a a ǔ E V w C Q W V A Q H a B h T a a	grammatical
à J ǎ a h ó a z t ǎ r J i F a ǒ a l a U	grammatical
ǎ v L m L I ú p a C L a H a Q a x a z á	grammatical
è a ó E a u á w j Y a C U à a è U q a ù	grammatical
ě n P N l Z a P D r R C a u a è a a ǎ h	grammatical
ò a a q Z ǔ D a F ǔ ǒ a á a v I S b x ó	grammatical
ú S a r è v ǔ a X L p H x w a a W a ó é	grammatical
B ò i a H I a x M è Q y a a é t a e U i	grammatical
C a T Y z B ú o a O x a ǎ a i F ě L ě a	grammatical
E L M a k L R u a y J T a a ó E x M a ù	grammatical
G ó a u Z á a a H y U w V a g Z a g U W	grammatical
H r a U a a N à a a K H V h ú Q Q k c ǎ	grammatical
J T ò C J a i F á a Z F a T ǎ X a ù v a	grammatical
K k G J O j F a j J X S a O a R a ǒ a E	grammatical
M L ě a a W C H R K a a a l N b a j z y	grammatical
O C H Z à a P ǒ G a r a ó é à a è a V Q	grammatical
P a h q ó u à N k ù Z L a ě F è a a t a	grammatical
R E a x D ù a i N ǒ è K a a n g a r i L	grammatical
S a ó ò ǔ K é a a a ú M ǒ R B è m P R a	grammatical
U D r W Z a M o a o a ú a x G Y u a y y	grammatical
V a ó p é a V ǔ V ú G J v K J a a X a d	grammatical
X ě V G t a T a a Q T W a ò K C i n a à	grammatical
Y a E a v v a g a q P R K X E W ě a K ě	grammatical
a ù á a a w L é r a C w u X Z L è k é a	grammatical
a é á ò a ǔ p a a T G g ù R W C è l Y a	grammatical
a ú L B Q Q a v Y a H á Z D ǔ ǎ W ǎ a a	grammatical
a G ó E g s v a U a w ǎ a g J E y ó v a	grammatical
a M Q P a C H a G ó E t a A ú a à ú à t	grammatical
a R a S a ó r i W F G è a a E H G O r s	grammatical
a X S u a x Q è a à ú ǒ o t ú M l z a a	grammatical
a a B a B H w R a Q u s x ǎ J p j D Z a	grammatical
a a a ě a B V u n W a ě h c A L u b é é	grammatical
a a r N a E A t C i y V a o h a q á W ù	grammatical
a j a a Z y a U H A B E Y Y é O è ù a F	grammatical
a o a w i v è a a Q ǎ I ǔ X a B ú L i C	grammatical
a v ě i Z Q a ǒ a a q S X l A v a I h X	grammatical
g H I T ò w I a y a J ǎ D a a V N o a x	grammatical
i B z N o a a a y a t ó k P a s K w N O	grammatical
j r è ò a W D O L a ò T Y a a m p N a M	grammatical
l T r W a a K a à a ǔ o a t y ú Z D X m	grammatical
n F E W a ú Y g l è m E a O a z a a f C	grammatical
o a M s w è a a v a Z n W a A g h á h o	grammatical
p m r s a y W t o h V F a a a u B ó a X	grammatical
r Q a W z F J Z a r r a O a W a à F d g	grammatical
s a a a g a h M F X x T S C r a é é Z J	grammatical
u ě H a a Q Z ò ú a F y a é m l a ù C F	grammatical
v a a X m ǒ á ù v a Y a ò a S è z p ò p	grammatical
x B a ě C a n y E v O O a S a r a ú B Z	grammatical
y a Z J a E Z F l R L a a r P T a c I h	grammatical
ù á T z n k C a y k T a à a a z è g i O	ungrammatical
ǔ a a ǔ E V w C Q W V A Q H a B h T a X	ungrammatical
à J ǎ a h ó a z t ǎ r J i F a ǒ e a l a U	ungrammatical
f ǎ v L m L I ú p a C L a H a Q a x a z á	ungrammatical
è a ó E a u á d w j Y a C U à a è U q a ù	ungrammatical
ě n P N l Z a P D r R C r u a è a a ǎ h	ungrammatical
ò a a q Z ǔ D o F ǔ ǒ a á a v I S b x ó	ungrammatical
ú S a r è v ǔ T X L p H x w a a W a ó é	ungrammatical
B ò i a H I a x M è Q y ò a é t a e U i	ungrammatical
C a T Y z B ú o a O x a ǎ a i F ě L ě E	ungrammatical
E L M a k L R u a y J T a h ó E x M a ù	ungrammatical
G ó a u Z á a a H y U w V a g Z y g U W	ungrammatical
H r a U a a e N à a a K H V h ú Q Q k c ǎ	ungrammatical
J T ò C J a i F á a Z F a T ǎ X a ù v Z	ungrammatical
K k G J O j F a j J X S a O a R v ǒ a E	ungrammatical
M L ě a a W C H R K a a U l N b a j z y	ungrammatical
O C H Z à a P ǒ G ǒ r a ó é à a è a V Q	ungrammatical
P a h f ó u à N k ù Z L a ě F è a a t a	ungrammatical
R E b a x D ù a i N ǒ è K a a n g a r i L	ungrammatical
S a ó ò ǔ K é a a a ú M ǒ R B è m P b R a	ungrammatical
U D r W Z a M o a o a ú a x G Y u ǎ y y	ungrammatical
V a ó p é T V ǔ V ú G J v K J a a X a d	ungrammatical
X ě V G t a T a a Q T W a ò K C i f n a à	ungrammatical
Y a E a v v a g X q P R K X E W ě a K ě	ungrammatical
a ù á a a w L é r a C w u X Z L è k é g	ungrammatical
a é á ò a ǔ e p a a T G g ù R W C è l Y a	ungrammatical
a ú L B Q Q a v Y a H c á Z D ǔ ǎ W ǎ a a	ungrammatical
a G ó E g s v a U a w ǎ a g J E y ó e a	ungrammatical
a M Q P a C H a G ó E t V A ú a à ú à t	ungrammatical
a R a S a ó r i W F G è a R E H G O r s	ungrammatical
a X S u a x Q è a à ú ǒ o t ú M l z a ǎ	ungrammatical
a F B a B H w R a Q u s x ǎ J p j D Z a	ungrammatical
K a a ě a B V u n W a ě h c A L u b é é	ungrammatical
a a e N a E A t C i y V a o h a q á W ù	ungrammatical
a j a a Z y L U H A B E Y Y é O è ù a F	ungrammatical
b a o a w i v è a a Q ǎ I ǔ X a B ú L i C	ungrammatical
a v ě i Z Q a ǒ a I q S X l A v a I h X	ungrammatical
g H I T ò w I a y a J ǎ D a a V N o D x	ungrammatical
i d z N o a a a y a t ó k P a s K w N O	ungrammatical
j r è ò a c W D O L a ò T Y a a m p N a M	ungrammatical
l T r W j a K a à a ǔ o a t y ú Z D X m	ungrammatical
n F E W o ú Y g l è m E a O a z a a f C	ungrammatical
o a M s w è a f a v a Z n W a A g h á h o	ungrammatical
p m r s a y W t o h V F ǔ a a u B ó a X	ungrammatical
r Q a W z F J Z a r r O O a W a à F d g	ungrammatical
s a a a g a h M F X x T S C r l é é Z J	ungrammatical
u ě H a a Q Z ò ú a F y a é m l z ù C F	ungrammatical
v E a X m ǒ á ù v a Y a ò a S è z p ò p	ungrammatical
x B a ě C a n y E v O O M S a r a ú B Z	ungrammatical
y a Z J D E Z F l R L a a r P T a c I h	ungrammatical
ù ù E a u a a j a a P f U ó X a r J ě O X	grammatical
ǔ Y A l a ò n ò P U a ú L a g U a a T z B	grammatical
à ǎ x ǔ h l a è k a ò a N u a a b o é a Q	grammatical
ǎ a I O à ě Z n o W a á a B J k a r a H ò	grammatical
è à è a k i P T s L a h a à a r U a ó ǒ é	grammatical
ě W C y F E a L H V a g n ǔ a O ò ǔ D a a	grammatical
ò é é J a M Z k i a a t a p é ǎ à o a ú l	grammatical
ǒ a P C l x u A i è i a F t ě a h a ě a r	grammatical
A ǎ o K m u P V a a a è a ǔ ǎ t Z ú y q a	grammatical
B a à G l q S Q a m y u a à r J S M a p a	grammatical
D E a a E j P ǔ ó a O A o a a e é o L ǒ C	grammatical
E a x z a a J D p a X W y v U a i ù s ě e	grammatical
G M M D a a a j T ǎ R t a L Q T K I F r a	grammatical
H n o J R ǒ a a o Q H a p u U a N a l B V	grammatical
J V é á R J h a a T é ǔ a E l T H n D a a	grammatical
K p E a j r a G j a T X O C V w B ǔ a è a	grammatical
M a à F R a X r x R ò O M ǎ ǔ a a g a f H	grammatical
O E ǎ a T t a ó a T T V a a y Q A V k Z f	grammatical
P j m X F a a a F ó S A ò a a T è ě I v g	grammatical
R a U r p p ù a U a ě o o á m i X a a g ù	grammatical
T ǎ U ù a K W q K Z B a a u l Q y m a a D	grammatical
U a t l t a j V K à a h a j a s i z è ǔ V	grammatical
W X G a q E h U é F N I r Q o q g a a a a	grammatical
X v ě ǒ F k N a a à v ò h Z ú a a J z a r	grammatical
Z J J a u M a a H a ò g s X I E S ě h a s	grammatical
a á O N T O i y a R E Q ǔ a N ǎ ú a á a Z	grammatical
a ó ǔ n q R x A ú o ě a o a L W Q a a r M	grammatical
a C I a l A D a ó a Z H R E y w J ú m a n	grammatical
a I a a a R l I m X V C F ú I a j U ǒ T W	grammatical
a O a ú v a J y O v I x a é K Z O a á S X	grammatical
a T Q C a a I P a ǔ H ó ǔ v w ǎ o á a w z	grammatical
a Z D H n W a M a Z B R u a V a B ě d é R	grammatical
a a I ó R é v s ù a a T g O o a D f U P ǒ	grammatical
a a a t a Y r o T X ǒ n X A q m a á ù U l	grammatical
a h K a w h i w é W Y a ǎ p O j l a p é a	grammatical
a n J K ǒ a a g u R p a p L W a à C s f B	grammatical
a s a a a z M ǔ Y A Q w j T p l G a ě T p	grammatical
a x j R a i à ó h y a l a U J a Z E ě C O	grammatical
g r L Q q s a N ǔ w a é a ǎ ù ǎ X i a J a	grammatical
i a à r u a ǎ a a v F T K a q Y E p u C N	grammatical
j x ó D v J a X ǔ R à a y á a a F a v k r	grammatical
l Y a C K W i ǎ M a J ě i m a a g m a j L	grammatical
n ǒ a V O R u E a O a s p a n ě F N a X k	grammatical
o q v Z è á F a S é m a a L ú R V M a a y	grammatical
q a s T T S i ǎ D Z a z t a à i a ò h W a	grammatical
s A y t ě a a a a a l Q ò G f ú g é W ǔ á	grammatical
t s G ǎ ǔ U q à ù F ò ò a A s a a p a a à	grammatical
v X A ú é n K S H a z a a a x a G m t Q A	grammatical
w p I ù A v a C k ǒ ǎ a ú a é P a r a è G	grammatical
y a ò Y D ě ú a W E a s S F a v a z l P ǒ	grammatical
ù ù E a u a a j I a P f U ó X a r J ě O X	ungrammatical
ǔ Y A l a ò n ò P U a ú L a g U N a T z B	ungrammatical
à ǎ x ǔ h l a è b k a ò a N u a a b o é a Q	ungrammatical
ǎ z I O à ě Z n o W a á a B J k a r a H ò	ungrammatical
è à è a k i P T s L a d h a à a r U a ó ǒ é	ungrammatical
ě W C y F E a L H V a g n ǔ a d O ò ǔ D a a	ungrammatical
ò é é J a M Z k i a a t A p é ǎ à o a ú l	ungrammatical
ǒ Y P C l x u A i è i a F t ě a h a ě a r	ungrammatical
A ǎ o K m u P V a a a è a ǔ ǎ t Z ú y q k	ungrammatical
B a à G l q S Q a m y u a à r J S c M a p a	ungrammatical
D E d a a E j P ǔ ó a O A o a a e é o L ǒ C	ungrammatical
E a x z a a J D p a X W y v U è i ù s ě e	ungrammatical
G M M D a a a j T ǎ R f a L Q T K I F r a	ungrammatical
H n o J R ǒ a a o Q H a p u U a N U l B V	ungrammatical
J V é á R J h s a T é ǔ a E l T H n D a a	ungrammatical
K p E a j r a G j a T X O C V w B ǔ J è a	ungrammatical
M a à F R h X r x R ò O M ǎ ǔ a a g a f H	ungrammatical
O E ǎ a T t a ó V T T V a a y Q A V k Z f	ungrammatical
P j m X F a a a F ó S A ò a M T è ě I v g	ungrammatical
R a U r p p ù a U a ě o o á m i X a u g ù	ungrammatical
T ǎ U ù a K W q K Z B a a u l Q y m ǒ a D	ungrammatical
U a t l t a j V K à t h a j a s i z è ǔ V	ungrammatical
W X G a q E h U é F N I r Q o q f g a a a a	ungrammatical
X v ě ǒ F k N a a à v ò h Z ú a F J z a r	ungrammatical
Z J J a u M a b H a ò g s X I E S ě h a s	ungrammatical
a á O N T O i y M R E Q ǔ a N ǎ ú a á a Z	ungrammatical
j ó ǔ n q R x A ú o ě a o a L W Q a a r M	ungrammatical
a C I a l A D a ó a Z H R c E y w J ú m a n	ungrammatical
a I a A a R l I m X V C F ú I a j U ǒ T W	ungrammatical
ǒ O a ú v a J y O v I x a é K Z O a á S X	ungrammatical
a e Q C a a I P a ǔ H ó ǔ v w ǎ o á a w z	ungrammatical
a Z D H n W a M C Z B R u a V a B ě d é R	ungrammatical
a a I ó f R é v s ù a a T g O o a D f U P ǒ	ungrammatical
a a f a t a Y r o T X ǒ n X A q m a á ù U l	ungrammatical
a h K a w h i w é W f a ǎ p O j l a p é a	ungrammatical
a n J K ǒ H a g u R p a p L W a à C s f B	ungrammatical
a s a a a z M ǔ Y A Q w j T p l G w ě T p	ungrammatical
a x j R a i b à ó h y a l a U J a Z E ě C O	ungrammatical
g r L Q q s a N e ǔ w a é a ǎ ù ǎ X i a J a	ungrammatical
i a à r u a ǎ o a v F T K a q Y E p u C N	ungrammatical
j x ó D v J a X ǔ R à a y á a a F W v k r	ungrammatical
l e Y a C K W i ǎ M a J ě i m a a g m a j L	ungrammatical
n ǒ a V O R u E a O a s p a c ě F N a X k	ungrammatical
o q v Z è á F a S é m a è L ú R V M a a y	ungrammatical
q a s T T S i ǎ D Z S z t a à i a ò h W a	ungrammatical
d s A y t ě a a a a a l Q ò G f ú g é W ǔ á	ungrammatical
t s G ǎ ǔ U q à ù F ò ò a A s a a p L a à	ungrammatical
v X A ú é n K S H a z a a v x a G m t Q A	ungrammatical
w p I ù A v p C k ǒ ǎ a ú a é P a r a è G	ungrammatical
y a ò Y D ě ú a W E a s S F p v a z l P ǒ	ungrammatical
ù ǔ R P k K j ǒ D ǎ h P a z y a a x w a x a	grammatical
ǔ ú v ó S t à G E y ò r a a h ó M a a x n a	grammatical
á h t a I ǒ k q m z a ě á y a q u a é a p m	grammatical
ǎ M ó V v a L U r a W a N N W W H a w a e Z	grammatical
é a h a a ò ù V i ó ǒ a i m ě O g a ù M N S	grammatical
ě Y ǔ á a I y A a m a W a a o C v n S Z D w	grammatical
ó v g X T ǔ a ó ǒ I W a a J p a g q ǎ L a D	grammatical
ǒ a è T F ǔ a a K a O ǔ à k H ǔ B p g X a U	grammatical
A Q y a ò a è n a ǒ M u g a h x k T M G a V	grammatical
C á a o I ò q á ǒ a a R L á a l X a K i M T	grammatical
D a ú D L a z I a ù q k A v à r ě a X a ě ǔ	grammatical
F N é z ò a G a H a a a O ě z D ó w f m h á	grammatical
H é ú a W X a j a v a a d u q S ě a j V d C	grammatical
I W Q a o y R a k M X á g S a D a R o L a t	grammatical
J s ò B v a t j a a T ú P a U M ě ò B a K k	grammatical
L a ú a F t u a h ú á H ú Q F u a a ǔ ò l u	grammatical
M q a ó a a N F ú z w N w a i ǔ p l a ò j B	grammatical
O L G Q a z à a y O a W a w a N V o Y u d a	grammatical
Q à r W p j v k a o a a a Q N J O Q J G L a	grammatical
R a H E a a a O a v l ě ǒ M h N ǎ v e i R g	grammatical
T á N M a n ù é m S a K è o T a X a u ú a P	grammatical
U V u t s h a l M N z a w ú H w é a S a ǔ a	grammatical
W á o N B U z ù a a k n ú j n x á l Q a a a	grammatical
X a ó R u k a a ú S W V a ù l a W H H H F E	grammatical
Y w J a k é r à G a Q á T a a a e N v E F ǎ	grammatical
a ǔ z K a a M y á N r a G h a L v b Z u E F	grammatical
a ě a a a Q M R n p v p ú w t ò ù k w l ǔ a	grammatical
a B a M Q g ǒ a u U n K A R z a ù z a W X J	grammatical
a H S S a M A a G ǎ p w a L z ě o Y Q V a e	grammatical
a N n r a a ě D H N é Z o a è v s M a K é M	grammatical
a T z ó a A r è a M s T ò A é ó I w a t a O	grammatical
a a ù t a A a N G é y a j y H k ě U A W O Q	grammatical
a a P U w l A T T q z z a Y á u a j n a j L	grammatical
a a m a l P a i J è Q a z N è x t I Y s m H	grammatical
a j N D a G q a p J I r p a O r F I s L a G	grammatical
a q Q a z s Z r y D M a è v a a N K L o S ě	grammatical
a w C a g N U u U a è a t t à x K a m k D n	grammatical
g a a T a W ú M ě ò N a N M a r m m i á e t	grammatical
i H a U I s ě a l C ó m ǒ F k K O V a a r a	grammatical
j T R L a a ǎ R ǒ P B u a W N z C a z a T m	grammatical
l ù H à ě k B y a a h a i h P J a a U N N w	grammatical
m M Q A a a ù O m á a ǒ ǎ a R ó a è V c á Q	grammatical
o ù S t à a a J p p a H a k z h H a L o e T	grammatical
p g a J G X a A a O O o s a v n a G L r ǒ f	grammatical
r A a O w a a ú a h X U a s F ǒ y ě ó p Q i	grammatical
s a m q a a R ù r ù a P M n ú a p à r R è è	grammatical
u ǒ Z E n k a R a a n K Y w D F à à z a a z	grammatical
v R ǔ s a a à D a K X ù a X Z w X a è ǎ é p	grammatical
w i K R a ě o a O s a S k C O Z a X m n o a	grammatical
y a è m a ó M X é a m T a é a d S V N W a ó	grammatical
ù ǔ R P k K j ǒ D ǎ h P a z y a a x w a x ǒ	ungrammatical
ǔ ú v ó S t à G E y ò r i a h ó M a a x n a	ungrammatical
á h t a I ǒ k f m z a ě á y a q u a é a p m	ungrammatical
ǎ M ó V v a L U r a W a N N W W H a w k e Z	ungrammatical
é a h a a b ò ù V i ó ǒ a i m ě O g a ù M N S	ungrammatical
ě Y ǔ á a d I y A a m a W a a o C v n S Z D w	ungrammatical
ó v g X T ǔ w ó ǒ I W a a J p a g q ǎ L a D	ungrammatical
ǒ F è T F ǔ a a K a O ǔ à k H ǔ B p g X a U	ungrammatical
A Q y a ò a è n a ǒ M u g a h x k T M G J V	ungrammatical
C á M o I ò q á ǒ a a R L á a l X a K i M T	ungrammatical
D D ú D L a z I a ù q k A v à r ě a X a ě ǔ	ungrammatical
F N é z ò a G a H a v a O ě z D ó w f m h á	ungrammatical
H é ú a W X a e j a v a a d u q S ě a j V d C	ungrammatical
I W Q a o y R a k M X á g S a D a R o L c a t	ungrammatical
J s ò B v x t j a a T ú P a U M ě ò B a K k	ungrammatical
L f a ú a F t u a h ú á H ú Q F u a a ǔ ò l u	ungrammatical
M q a ó a a N F ú z w N w a i ǔ p l G ò j B	ungrammatical
O L G Q a z à a y O a W l w a N V o Y u d a	ungrammatical
Q à r W p j v k a o a a H Q N J O Q J G L a	ungrammatical
R a H E a a a O ò v l ě ǒ M h N ǎ v e i R g	ungrammatical
T á N M a n ù é m S a K è o f a X a u ú a P	ungrammatical
e V u t s h a l M N z a w ú H w é a S a ǔ a	ungrammatical
b á o N B U z ù a a k n ú j n x á l Q a a a	ungrammatical
X a ó R u k a o ú S W V a ù l a W H H H F E	ungrammatical
Y w J a k é r à G a Q á T s a a e N v E F ǎ	ungrammatical
a ǔ z K V a M y á N r a G h a L v b Z u E F	ungrammatical
a ě a a a Q M c R n p v p ú w t ò ù k w l ǔ a	ungrammatical
a B a M Q g ǒ a u U n K A R z ù ù z a W X J	ungrammatical
a H S S a M A é G ǎ p w a L z ě o Y Q V a e	ungrammatical
a N n r a R ě D H N é Z o a è v s M a K é M	ungrammatical
a T z ó a A r è t M s T ò A é ó I w a t a O	ungrammatical
a a ù t a A a N G f é y a j y H k ě U A W O Q	ungrammatical
a a P U w l A T T q z z a Y á u f j n a j L	ungrammatical
a a m a l P a i J è Q u z N è x t I Y s m H	ungrammatical
a j N D a G q a p J I f r p a O r F I s L a G	ungrammatical
a q Q a z s Z r y D M a è e a a N K L o S ě	ungrammatical
c w C a g N U u U a è a t t à x K a m k D n	ungrammatical
g a Z T a W ú M ě ò N a N M a r m m i á e t	ungrammatical
i H a U I s ě a l C ó m ǒ F k K O V a a f r a	ungrammatical
